Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09931865334510803,0.09975044961289964,0.09931865334510803,0.09931865334510803,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09456892840661033,0.09456892840661033,0.09413713216781616,0.09413713216781616,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08765946284370625,0.08765946284370625,0.08722767233848572,0.08722767233848572,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08938664197921753,0.08981843827684341,0.08938664197921753,0.08938664197921753,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09197819977998734,0.09240999040127246,0.09197819977998734,0.09197819977998734,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09759148210287094,0.09802327838083041,0.09759148210287094,0.09759148210287094,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10234124213457108,0.10277381108203633,0.10234124213457108,0.10234124213457108,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10665994137525558,0.10709173774439047,0.10665994137525558,0.10665994137525558,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11227329820394516,0.11270509472162005,0.11227329820394516,0.11227329820394516,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.1226370632648468,0.12306885958976349,0.1226370632648468,0.1226370632648468,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12436427921056747,0.12479607568192369,0.12436427921056747,0.12436427921056747,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12177342289187446,0.12177342289187446,0.12134163826704027,0.12134163826704025,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11831911438542285,0.11831911438542285,0.11788731813430786,0.11788731813430786,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11918269842863081,0.12004629095311921,0.11918269842863081,0.11918269842863083,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11702373002703298,0.11702373002703298,0.11659194529056549,0.11659194529056549,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11184142311547934,0.11184142311547934,0.11140962690114975,0.11140962690114975,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10709173774439047,0.10709173774439047,0.10665994137525558,0.10665994137525558,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10493279393476024,0.10493279393476024,0.10450100898742676,0.10450100898742676,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.11011429131031036,0.11054608768745934,0.11011429131031036,0.11011429131031036,21504000,0.0,0.0
