Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-07-01 00:00:00+05:30,14.58657759672677,15.207740262608535,14.350965123005471,14.907868385314941,831759,0.0,0.0
2002-07-02 00:00:00+05:30,14.350965614731527,15.250578607748373,14.350965614731527,15.207740783691406,664008,0.0,0.0
2002-07-03 00:00:00+05:30,15.421932648292438,15.421932648292438,14.972127510406942,15.0578031539917,564071,0.0,0.0
2002-07-04 00:00:00+05:30,15.31483499926061,15.529027661865069,15.100642336656149,15.421932220458984,1127138,0.0,0.0
2002-07-05 00:00:00+05:30,15.014966466386099,15.186321326083936,14.56515951473116,14.650836944580078,886627,0.0,0.0
2002-07-08 00:00:00+05:30,14.672256071321495,14.86502983465606,14.458062506562982,14.56515884399414,561511,0.0,0.0
2002-07-09 00:00:00+05:30,14.693673865879676,14.715092774482029,14.329544410575,14.372383117675781,645430,0.0,0.0
2002-07-10 00:00:00+05:30,14.650836843167122,14.75793407468506,14.286708213777832,14.329546928405762,824759,0.0,0.0
2002-07-11 00:00:00+05:30,14.565158891546018,14.565158891546018,13.9225781951726,13.96541690826416,1085298,0.0,0.0
2002-07-12 00:00:00+05:30,14.222447443030532,14.222447443030532,13.686964039988558,13.751221656799316,1190587,0.0,0.0
2002-07-15 00:00:00+05:30,13.708384858333451,13.85832080160254,13.558449804960576,13.622708320617676,601900,0.0,0.0
2002-07-16 00:00:00+05:30,13.258578148406425,13.708384176033306,13.258578148406425,13.601287841796875,481133,0.0,0.0
2002-07-17 00:00:00+05:30,13.537032364597716,13.686967434269825,13.301418968103432,13.387096405029297,481361,0.0,0.0
2002-07-18 00:00:00+05:30,13.751221919753178,13.81548042768879,13.49419055769905,13.537029266357422,242271,0.0,0.0
2002-07-19 00:00:00+05:30,13.66554539233254,13.686964301713672,13.49419055769905,13.537029266357422,268673,0.0,0.0
2002-07-22 00:00:00+05:30,13.622706550931094,13.665545259172035,13.279995995107464,13.472769737243652,422784,0.0,0.0
2002-07-23 00:00:00+05:30,13.494192626718528,13.494192626718528,13.087224387116855,13.322836875915527,476780,0.0,0.0
2002-07-24 00:00:00+05:30,13.365674572888846,13.365674572888846,13.065804479043626,13.194319725036621,245518,0.0,0.0
2002-07-25 00:00:00+05:30,13.494191039317966,13.708383700358437,13.344255108714272,13.365674018859863,386192,0.0,0.0
2002-07-26 00:00:00+05:30,13.10864223667636,13.279996182157566,12.915867601928825,13.065803527832031,429509,0.0,0.0
2002-07-29 00:00:00+05:30,13.494190616275322,13.494190616275322,12.958706310773154,13.065803527832031,482230,0.0,0.0
2002-07-30 00:00:00+05:30,13.494192873074416,13.494192873074416,13.001547194025408,13.04438591003418,458984,0.0,0.0
2002-07-31 00:00:00+05:30,13.06580579447255,13.537031673507878,12.551741199161285,13.429933547973633,930917,0.0,0.0
2002-08-01 00:00:00+05:30,13.279994786032525,13.322833490373224,12.80876903828484,12.958704948425293,605368,0.0,0.0
2002-08-02 00:00:00+05:30,12.894449847762088,12.980127273127207,12.765932819818216,12.915868759155273,275205,0.0,0.0
2002-08-05 00:00:00+05:30,12.980126996069938,13.065804419606298,12.89444957253358,12.937288284301758,130495,0.0,0.0
2002-08-06 00:00:00+05:30,13.001545157535201,13.001545157535201,12.808770520742751,12.851609230041504,265438,0.0,0.0
2002-08-07 00:00:00+05:30,13.044383866833954,13.087222576132707,12.765931811443997,12.851609230041504,289381,0.0,0.0
2002-08-08 00:00:00+05:30,13.001545157535201,13.001545157535201,12.787351611041434,12.851609230041504,179076,0.0,0.0
2002-08-09 00:00:00+05:30,12.830190320340186,12.93728753853513,12.787351611041434,12.851609230041504,220985,0.0,0.0
2002-08-12 00:00:00+05:30,12.851607742625538,12.98012474554365,12.76593033394414,12.958704948425293,162112,0.0,0.0
2002-08-13 00:00:00+05:30,12.915869429926529,13.06580537705034,12.8516109126174,13.001546859741211,69346,0.0,0.0
2002-08-14 00:00:00+05:30,12.915868820318495,13.065804760365573,12.915868820318495,12.980127334594727,80766,0.0,0.0
2002-08-15 00:00:00+05:30,12.980127334594727,12.980127334594727,12.980127334594727,12.980127334594727,0,0.0,0.0
2002-08-16 00:00:00+05:30,13.06580579447255,13.601289302973653,12.958708558834571,13.429933547973633,323878,0.0,0.0
2002-08-19 00:00:00+05:30,13.365675197990134,13.92257847955576,13.194320342123788,13.815482139587402,373866,0.0,0.0
2002-08-20 00:00:00+05:30,14.051095123342565,14.393804847316407,13.751224114865453,14.179612159729004,650490,0.0,0.0
2002-08-21 00:00:00+05:30,14.458059486818422,14.458059486818422,13.708381721795002,14.243865966796875,272707,0.0,0.0
2002-08-22 00:00:00+05:30,14.35096526600611,14.35096526600611,13.77264308663935,13.83690071105957,186360,0.0,0.0
2002-08-23 00:00:00+05:30,13.922578471095507,14.136772930694498,13.751223615333286,13.943997383117676,168751,0.0,0.0
2002-08-26 00:00:00+05:30,14.051093028579837,14.136771336696468,13.794060773918295,13.858319282531738,95105,0.0,0.0
2002-08-27 00:00:00+05:30,13.858318871345364,13.943995397127678,13.72980274782776,13.751221656799316,127986,0.0,0.0
